kind,source_file,source_line,match_text,target_day,target_page,target_file,anchor_present,decision,notes,context
concrete,content/appendix/optional-extras/01-part-a-funnel-charts.qmd,91,Day 3 page 19,3,19,content/days/day-03/06-six-processes.qmd,Y,,,"And, as becomes very clear, in the first simulation the experiment this effect continues all the way through the complete control chart. Even in the second simulation (see the chart at the top of t..."
concrete,content/appendix/optional-extras/01-part-a-funnel-charts.qmd,131,Day 3 page 13,3,13,content/days/day-03/05-how-do-we-compute-control-limits.qmd,Y,,,"That question was largely addressed in the ""How do we compute those control limits—and why?"" section beginning on [Day 3 page 13](../../days/day-03/05-how-do-we-compute-control-limits.qmd#sec-page1..."
concrete,content/appendix/optional-extras/01-part-a-funnel-charts.qmd,131,Day 3 page 15,3,15,content/days/day-03/05-how-do-we-compute-control-limits.qmd,Y,,,"That question was largely addressed in the ""How do we compute those control limits—and why?"" section beginning on [Day 3 page 13](../../days/day-03/05-how-do-we-compute-control-limits.qmd#sec-page1..."
concrete,content/appendix/optional-extras/02-part-b-subgrouped.qmd,41,Day 3 page 13,3,13,content/days/day-03/05-how-do-we-compute-control-limits.qmd,Y,,,"Also as previously, we are likely to be interested in some way of measuring the *variation* of the numbers in our subgroup. On Day 3 we became familiar with the idea of using *moving ranges* for th..."
concrete,content/appendix/optional-extras/02-part-b-subgrouped.qmd,107,Day 3 page 21,3,21,content/days/day-03/07-a-favourite-example.qmd,Y,,,"Before considering the details, it would be useful to take a look at part of the rather famous hand-drawn *X̄-R* chart of which we have already seen something as the fifth of the ""Six Processes"" br..."
concrete,content/appendix/optional-extras/03-part-c-ne-er-twain.qmd,11,Day 1 page 6,1,6,content/days/day-01/02-rediscovered.qmd,Y,,,"Well, the twain *may* meet—but there's often a serious problem when they do: neither can understand what the other is talking about! The ""twain"" to whom I am referring are students from what we mig..."
concrete,content/appendix/optional-extras/05-part-e-normality.qmd,11,Day 1 page 8,1,8,content/days/day-01/03-statistics.qmd,Y,,,"But what about those control-chart constants like 2.66? Now, some nice mathematics *is* needed in order to derive them. And it is true that they are derived using the model of a normal distribution..."
concrete,content/appendix/optional-extras/05-part-e-normality.qmd,31,Day 1 page 6,1,6,content/days/day-01/02-rediscovered.qmd,Y,,,"As I said [back on page 29](03-part-c-ne-er-twain.qmd#sec-optional-extras-part-c) (which in turn recalled something on [Day 1 page 6](../../days/day-01/02-rediscovered.qmd#sec-page6)), delegates ha..."
concrete,content/appendix/optional-extras/06-part-f-technical.qmd,11,Day 3 page 19,3,19,content/days/day-03/06-six-processes.qmd,Y,,,"When introducing control charts (for one-at-a-time data) to delegates at my seminars, reactions were usually very positive, even from those who started out by saying such things as ""I can't do Stat..."
concrete,content/appendix/optional-extras/06-part-f-technical.qmd,454,Day 2 page 20,2,20,content/days/day-02/05-the-truth-the-whole-truth-and-nothing-but.qmd,Y,,,Before returning to the matter of how to easily obtain numerical values for all those binomial probabilities (binomial coefficients and all!) there is one loose end to tidy up. So in the two Option...
concrete,content/days/day-01/03-statistics.qmd,133,Day 4 page 26,4,26,content/days/day-04/04-points-1-to-6.qmd,Y,,,Deming’s famous 14 Points for Management: “Institute training” that you will see on [Day 4 page 26](../day-04/04-points-1-to-6.qmd#sec-page26):
concrete,content/days/day-01/08-attraction.qmd,122,Day 6 page 10,6,10,content/days/day-06/02-gallery-furniture.qmd,Y,,,management wondered why half were still below average” ([Day 6 page 10](../day-06/02-gallery-furniture.qmd#sec-page10)).
concrete,content/days/day-02/02-intro-to-the-red-beads-experiment.qmd,8,Day 1 page 38,1,38,content/days/day-01/11-deming-story.qmd,Y,,,"If you explore the internet, you are likely to find several links to videos involving the Red Beads Experiment. However, most of them, whether or not they feature Dr Deming himself, offer only shor..."
concrete,content/days/day-02/04-our-first-control-chart.qmd,48,Day 1 page 5,1,5,content/days/day-01/03-statistics.qmd,Y,,,"[]{#sec-page15}Let's recall a couple of short extracts from Day 1. Firstly from [Day 1 page 5](../day-01/03-statistics.qmd#sec-page5), when discussing what is meant by ""understanding variation"", we..."
concrete,content/days/day-02/04-our-first-control-chart.qmd,52,Day 1 page 33,1,33,content/days/day-01/11-deming-story.qmd,Y,,,"And then on [Day 1 page 33](../day-01/11-deming-story.qmd#sec-page33), to emphasise the point, the ninth of the ten Shewhart ""bare bones"" was:"
concrete,content/days/day-02/05-the-truth-the-whole-truth-and-nothing-but.qmd,126,Day 1 page 8,1,8,content/days/day-01/03-statistics.qmd,Y,,,"As mentioned earlier, it is important to emphasise that this particular choice of σ does \emph{not} apply to many other kinds of process data. A method that can be employed much more generally will..."
concrete,content/days/day-02/09-postscript.qmd,43,Day 3 page 19,3,19,content/days/day-03/06-six-processes.qmd,Y,,,"As mentioned on page 11 of the introductory Welcome section, you will need to carry out some preparation for your Major Activity 3-a on Day 3. It was envisaged there that this and all such activiti..."
concrete,content/days/day-02/09-postscript.qmd,45,Day 3 page 36,3,36,content/days/day-03/10-introduction-to-the-funnel-experiment.qmd,Y,,,Day 3's Major Activity is a complete version of the Funnel Experiment although it uses different equipment from Dr Nelson's original version. The original version would need much *more* preparation...
concrete,content/days/day-02/09-postscript.qmd,45,Day 3 page 33,3,33,content/days/day-03/09-the-six-processes-revisited.qmd,Y,,,Day 3's Major Activity is a complete version of the Funnel Experiment although it uses different equipment from Dr Nelson's original version. The original version would need much *more* preparation...
concrete,content/days/day-03/04-more-on-the-sales-data.qmd,54,Day 2 page 4,2,4,content/days/day-02/01-run-charts.qmd,Y,,,Let's gather together some thoughts. What might our basic learning about variation tell us? One crucial matter which is (a) obvious but (b) largely ignored by those who lack such basic learning is ...
concrete,content/days/day-03/05-how-do-we-compute-control-limits.qmd,6,Day 1 page 7,1,7,content/days/day-01/03-statistics.qmd,Y,,,Let me remind you of something I told you when first referring to the Red Beads Experiment ([Day 1 page 7](../day-01/03-statistics.qmd#sec-page7)):
concrete,content/days/day-03/05-how-do-we-compute-control-limits.qmd,10,Day 2 page 20,2,20,content/days/day-02/05-the-truth-the-whole-truth-and-nothing-but.qmd,Y,,,"Further, during Technical Aid 1 on [Day 2 page 20](../day-02/05-the-truth-the-whole-truth-and-nothing-but.qmd#sec-page20), my introduction to that method for computing control limits was as follows..."
concrete,content/days/day-03/08-control-chart-and-brain.qmd,9,Day 2 page 15,2,15,content/days/day-02/04-our-first-control-chart.qmd,Y,,,"It is now time to revisit the ""simplest guidance"" that Dr Deming gave on how to interpret control charts (near the bottom of [Day 2 page 15](../day-02/04-our-first-control-chart.qmd#sec-page15)):"
concrete,content/days/day-03/08-control-chart-and-brain.qmd,89,Day 1 page 33,1,33,content/days/day-01/11-deming-story.qmd,Y,,,"So, in conclusion and following these various arguments, it's clear that intelligent diagnosis of whether or not a process is in statistical control is preferably not just a matter to be decided up..."
concrete,content/days/day-03/10-introduction-to-the-funnel-experiment.qmd,58,Day 2 page 44,2,44,content/days/day-02/09-postscript.qmd,Y,,,"Finally, as previously warned (on [Day 2 page 44](../day-02/09-postscript.qmd#sec-page44)), you will also need two standard dice (and a shaker if you so wish)."
concrete,content/days/day-03/11-the-first-two-rules-of-the-funnel.qmd,247,Day 5 page 8,5,8,content/days/day-05/02-points-7-to-14.qmd,Y,,,"there's a kind of rule of life stating that the harder we work, the better are our results. But, as Dr Deming often pointed out, it's better to do nothing than to do the *wrong thing!* He was defin..."
concrete,content/days/day-04/01-introduction.qmd,48,Day 1 page 38,1,38,content/days/day-01/11-deming-story.qmd,Y,,,"I liked it! Three succinctly-expressed major foundations of Dr Deming's work, and displayed in a simple diagrammatical form which also clearly broadcasts the message that these very foundations are..."
concrete,content/days/day-04/01-introduction.qmd,54,Day 1 page 33,1,33,content/days/day-01/11-deming-story.qmd,Y,,,The control chart is another supreme example of this combination of simple and profound. It really is (if taught properly) one of the most straightforward of statistical techniques. Yet the learnin...
concrete,content/days/day-04/02-the-joiner-triangle.qmd,107,Day 1 page 37,1,37,content/days/day-01/11-deming-story.qmd,Y,,,"However, as Brian did also include ""statistical thinking"" and ""special and common causes"" in his selection of topics, and so presumably ""charting"" definitely included the control chart! It seems wi..."
concrete,content/days/day-04/04-points-1-to-6.qmd,11,Day 1 page 23,1,23,content/days/day-01/08-attraction.qmd,Y,,,"Notice the connection with the Deming Chain Reaction, finishing up (as in both versions of the Chain Reaction—see the bottom of page 3) with ""provide jobs"". We have already commented ([Day 1 page 2..."
concrete,content/days/day-04/04-points-1-to-6.qmd,59,Day 1 page 27,1,27,content/days/day-01/09-different.qmd,Y,,,"<div class=""neave_note"" role=""note"" aria-label=""Author's note"">The reason for the description ""created in Japan"" which Deming included in the statement of this Point may be less obvious now than wh..."
concrete,content/days/day-04/04-points-1-to-6.qmd,173,Day 1 page 35,1,35,content/days/day-01/11-deming-story.qmd,Y,,,"We saw this diagram on [Day 1 page 35](../day-01/11-deming-story.qmd#sec-page35) as the first of Dr Deming's <span class=""deming_quote"">""Summary of Teachings to Top Management and to Engineers in J..."
concrete,content/days/day-05/03-the-deadly-diseases.qmd,116,Day 4 page 20,4,20,content/days/day-04/04-points-1-to-6.qmd,Y,,,"It may be wise at this stage for me to remind you of my warning at the bottom of [Appendix page 23](../../appendix/04-day-4.qmd#sec-page23) (see also my ""Obsession With Quality"" comment on [Day 4 p..."
concrete,content/days/day-05/03-the-deadly-diseases.qmd,202,Day 4 page 5,4,5,content/days/day-04/02-the-joiner-triangle.qmd,Y,,,"This fifth Deadly Disease can come as a shock even to those who are warming to Deming's teachings—especially if they are statisticians or accountants! So what are these ""most important"" but invisib..."
concrete,content/days/day-05/03-the-deadly-diseases.qmd,270,Day 1 page 15,1,15,content/days/day-01/05-activities.qmd,Y,,,"Day 6 is the first time that this happens—and it happens in quite a big way. However, it may of course be that you personally are not currently involved with any organisation, either as an employee..."
concrete,content/days/day-05/03-the-deadly-diseases.qmd,274,Day 6 page 19,6,19,content/days/day-06/03-activity-6b.qmd,Y,,,"One further considerable help with this Major Activity would be, if possible, for you to print out an enlargement of the table on [Day 6 page 19](../day-06/03-activity-6b.qmd#sec-page19). This is a..."
concrete,content/days/day-05/03-the-deadly-diseases.qmd,274,Day 6 page 18,6,18,content/days/day-06/03-activity-6b.qmd,Y,,,"One further considerable help with this Major Activity would be, if possible, for you to print out an enlargement of the table on [Day 6 page 19](../day-06/03-activity-6b.qmd#sec-page19). This is a..."
concrete,content/days/day-06/01-introduction.qmd,56,Day 5 page 10,5,10,content/days/day-05/02-points-7-to-14.qmd,Y,,,"However, despite getting into such sad short stories toward the end of today's material, I promise you that we'll finish on what I found to be a very positive note. Admittedly it is something of a ..."
concrete,content/days/day-06/01-introduction.qmd,60,Day 1 page 15,1,15,content/days/day-01/05-activities.qmd,Y,,,"Recall that, at the end of Day 5, I gave you advance notice that today's Activities will ask you to focus some attention on ""your organisation"". The Activity which follows is the first such occasio..."
concrete,content/days/day-06/01-introduction.qmd,67,Day 7 page 9,7,9,content/days/day-07/04-many-more-true-stories.qmd,Y,,,"Today involves rather less than the fairly full day's work designed for most days in this course. So, if you need more time on parts of today's study than I am suggesting, you will find my timings ..."
concrete,content/days/day-06/03-activity-6b.qmd,17,Day 5 page 28,5,28,content/days/day-05/03-the-deadly-diseases.qmd,Y,,,"Now that you know what this Major Activity involves, I also strongly recommend that you take my advice on [Day 5 page 28](../day-05/03-the-deadly-diseases.qmd#sec-page28) by reading through Mack's ..."
concrete,content/days/day-07/01-introduction.qmd,8,Day 1 page 27,1,27,content/days/day-01/09-different.qmd,Y,,,"For those who attended one of Dr Deming's four-day seminars but arrived with little prior knowledge of what he would be saying (as was the case with most of those delegates in London in July 1985),..."
concrete,content/days/day-07/02-numerical-targets.qmd,8,Day 5 page 22,5,22,content/days/day-05/03-the-deadly-diseases.qmd,Y,,,"First, a reminder about appraisals. I've pointed out on [Day 5 page 22](../day-05/03-the-deadly-diseases.qmd#sec-page22) that the term ""performance appraisal"" means different things to different pe..."
concrete,content/days/day-07/02-numerical-targets.qmd,24,Day 5 page 27,5,27,content/days/day-05/03-the-deadly-diseases.qmd,Y,,,"What I mean by the second category is guidance and help for you to understand how to try to contribute well to the organisation's and/or your team's needs and objectives. Further, it can sometimes ..."
concrete,content/days/day-07/02-numerical-targets.qmd,26,Day 5 page 26,5,26,content/days/day-05/03-the-deadly-diseases.qmd,Y,,,"Of course, Dr Deming was not criticising Category 2; and facts of life are facts of life (c.f. his reference to the bank account in the final Deadly Disease ([Day 5 page 26](../day-05/03-the-deadly..."
concrete,content/days/day-07/03-performance-indicators.qmd,47,Day 6 page 11,6,11,content/days/day-06/02-gallery-furniture.qmd,Y,,,"Let me return for a moment to Mack's presentation yesterday. Back in 1991, when first hearing him tell his story of Gallery Furniture, there was one particular moment when my eyebrows shot up in su..."
concrete,content/days/day-07/03-performance-indicators.qmd,49,Day 6 page 10,6,10,content/days/day-06/02-gallery-furniture.qmd,Y,,,"But Mack was not in that ""large majority of circumstances"". His situation was far more favourable than most. For a start, he was (and still is at this time of writing, well over 25 years later) the..."
concrete,content/days/day-07/03-performance-indicators.qmd,55,Day 6 page 12,6,12,content/days/day-06/02-gallery-furniture.qmd,Y,,,"You see, I have known people who, with all best intentions (and, indeed, Deming warned us about best intentions), having learned quite a lot of what Deming had to teach, then advanced too bravely a..."
concrete,content/days/day-07/04-many-more-true-stories.qmd,69,Day 1 page 7,1,7,content/days/day-01/03-statistics.qmd,Y,,,"*I'll further remind you from [Day 1 page 7](../day-01/03-statistics.qmd#sec-page7) that Deming ""was also clear that, the more senior someone is in the organisation, the more essential such [commun..."
concrete,content/days/day-07/05-thirteenth-obstacle.qmd,16,Day 6 page 8,6,8,content/days/day-06/02-gallery-furniture.qmd,Y,,,"To confirm, this is just the same thinking as we have with targets except that ""OK"" now corresponds to being within the range defined by two numbers whereas, with targets, ""OK"" corresponds to reach..."
concrete,content/days/day-07/05-thirteenth-obstacle.qmd,16,Day 6 page 22,6,22,content/days/day-06/04-more-true-stories.qmd,Y,,,"To confirm, this is just the same thinking as we have with targets except that ""OK"" now corresponds to being within the range defined by two numbers whereas, with targets, ""OK"" corresponds to reach..."
concrete,content/days/day-07/07-major-activity.qmd,69,Day 1 page 8,1,8,content/days/day-01/03-statistics.qmd,Y,,,**6. [Poor teaching of statistical methods in industry.]{.blue-text}** (*Out of the Crisis* pages 111–113[131–133]; [Appendix pages 33–34](../../appendix/06-day-7.qmd#sec-page33).) A basic problem ...
concrete,content/days/day-07/07-major-activity.qmd,125,Day 6 page 11,6,11,content/days/day-06/02-gallery-furniture.qmd,Y,,,"**14. [The fallacy of zero defects.]{.blue-text}** (*Out of the Crisis* pages 119–120[141–142]; [Appendix page 36](../../appendix/06-day-7.qmd#sec-page36).) With ""defect"" = ""outside specifications""..."
concrete,content/days/day-07/07-major-activity.qmd,139,Day 6 page 6,6,6,content/days/day-06/02-gallery-furniture.qmd,Y,,,"**16. [""Anyone that comes to try to help us must understand all about our business.""]{.blue-text}** (*Out of the Crisis* page 121[143]; [Appendix page 37](../../appendix/06-day-7.qmd#sec-page37).) ..."
concrete,content/days/day-07/07-major-activity.qmd,163,Day 8 page 3,8,3,content/days/day-08/01-introduction.qmd,Y,,,"Depending on your circumstances, you may find yourself able to work through tomorrow's Major Activity fairly quickly. However, that exercise is naturally customisable to your own particular circums..."
concrete,content/days/day-08/01-introduction.qmd,8,Day 5 page 22,5,22,content/days/day-05/03-the-deadly-diseases.qmd,Y,,,"In a nutshell, Peter Scholtes's ""tremendously good guidance"" referenced on [Day 5 page 22](../day-05/03-the-deadly-diseases.qmd#sec-page22) regarding major issues was that, in general, management n..."
concrete,content/days/day-08/01-introduction.qmd,58,Day 7 page 36,7,36,content/days/day-07/07-major-activity.qmd,Y,,,2. On [Day 7 page 36](../day-07/07-major-activity.qmd#sec-page36) I advised you that you would need to print some copies of the tables to be used in today's Major Activity. I recommend that you pri...
concrete,content/days/day-08/05-introduction-to-the-major-activity.qmd,60,Day 1 page 37,1,37,content/days/day-01/11-deming-story.qmd,Y,,,"So what's the third phase? This is the one that really reflects Deming's *Dream* (see [Day 1 page 37](../day-01/11-deming-story.qmd#sec-page37)): ""This formation of a *System* was *of management*"" ..."
concrete,content/days/day-08/05-introduction-to-the-major-activity.qmd,105,Day 10 page 11,10,11,content/days/day-10/02-appreciation-for-a-system.qmd,Y,,,"Then we move on to the third phase: the really solid understanding of the organisation as a system, Cooperation: Win-Win, ""All One Team"", etc. The *whole* emphasis is now on what is best for the *s..."
concrete,content/days/day-08/06-major-activity.qmd,174,Day 9 page 15,9,15,content/days/day-09/04-major-activity.qmd,Y,,,It would be very handy during Day 9's Major Activity for you to use separate copies of [Day 9 pages 13–14](../day-09/04-major-activity.qmd#sec-page12) at Stages 3 and 4 of that Activity. The reason...
concrete,content/days/day-08/06-major-activity.qmd,174,Day 9 page 29,9,29,content/days/day-09/07-out-of-hours.qmd,Y,,,It would be very handy during Day 9's Major Activity for you to use separate copies of [Day 9 pages 13–14](../day-09/04-major-activity.qmd#sec-page12) at Stages 3 and 4 of that Activity. The reason...
concrete,content/days/day-08/06-major-activity.qmd,174,Day 9 page 27,9,27,content/days/day-09/07-out-of-hours.qmd,Y,,,It would be very handy during Day 9's Major Activity for you to use separate copies of [Day 9 pages 13–14](../day-09/04-major-activity.qmd#sec-page12) at Stages 3 and 4 of that Activity. The reason...
concrete,content/days/day-09/01-introduction.qmd,8,Day 1 page 39,1,39,content/days/day-01/11-deming-story.qmd,Y,,,"Today's material is in two very distinct halves. As implied by the form of the above title, this morning's focus is on the concept of a ""system"". You are, of course, already quite familiar with thi..."
concrete,content/days/day-09/01-introduction.qmd,16,Day 1 page 25,1,25,content/days/day-01/08-attraction.qmd,Y,,,"I would describe what I have included in this morning's material as just sketching a background, rather like an artist's very broad brush-strokes at the earliest stages of creating a painting, with..."
concrete,content/days/day-09/03-activity-9c-and-organisation-charts.qmd,88,Day 6 page 13,6,13,content/days/day-06/02-gallery-furniture.qmd,Y,,,"More generally, if things do not seem to be working well in some part of an organisation, what is it that ""feeds in"" to that part of the organisation that might be causing the trouble? If salespeop..."
concrete,content/days/day-09/05-of-profound-knowledge.qmd,12,Day 1 page 39,1,39,content/days/day-01/11-deming-story.qmd,Y,,,"On [Day 1 page 39](../day-01/11-deming-story.qmd#sec-page39) I described Deming's System of Profound Knowledge as ""his attempt, sometimes with the wisdom of hindsight, to summarise the core, the gu..."
concrete,content/days/day-09/05-of-profound-knowledge.qmd,12,Day 6 page 6,6,6,content/days/day-06/02-gallery-furniture.qmd,Y,,,"On [Day 1 page 39](../day-01/11-deming-story.qmd#sec-page39) I described Deming's System of Profound Knowledge as ""his attempt, sometimes with the wisdom of hindsight, to summarise the core, the gu..."
concrete,content/days/day-09/05-of-profound-knowledge.qmd,36,Day 1 page 39,1,39,content/days/day-01/11-deming-story.qmd,Y,,,You may notice that the titles of the four parts of the System of Profound Knowledge as presented on *DemDim* page 261 are slightly different from those that you have just seen here. That is not un...
concrete,content/days/day-09/05-of-profound-knowledge.qmd,84,Day 2 page 16,2,16,content/days/day-02/04-our-first-control-chart.qmd,Y,,,"More suggestions on how to proceed will be given in the individual Sections. But as the above examples might have suggested to you, do *not* worry about being unsure or even quite confused about so..."
concrete,content/days/day-09/06-introductions-to-the-system.qmd,83,Day 10 page 25,10,25,content/days/day-10/04-theory-of-variation.qmd,Y,,,"[*[*These techniques from ""conventional statistics"" are only appropriate for so-called ""enumerative studies"". What ability do such techniques have to predict, to aid improvement? Are they designed ..."
concrete,content/days/day-09/06-introductions-to-the-system.qmd,95,Day 11 page 4,11,4,content/days/day-11/02-theory-of-knowledge-prediction.qmd,Y,,,[*[*The main substance of this final paragraph will be revisited at the start of the Theory of Knowledge section on [Day 11 page 4](../day-11/02-theory-of-knowledge-prediction.qmd#sec-page4).*]*]{....
concrete,content/days/day-10/01-second-project.qmd,21,Day 9 page 24,9,24,content/days/day-09/06-introductions-to-the-system.qmd,Y,,,"But that's relatively easy: repair or replace the faulty component. However, that's not so easy if the components are human! How can human ""components"" be enabled and encouraged to do their jobs in..."
concrete,content/days/day-10/01-second-project.qmd,27,Day 9 page 30,9,30,content/days/day-09/07-out-of-hours.qmd,Y,,,"I hope you are working at a reasonable-sized table or desk! For, if you have been able to carry out the copying that I suggested at the top of [Day 9 page 30](../day-09/07-out-of-hours.qmd#sec-page..."
concrete,content/days/day-10/02-appreciation-for-a-system.qmd,32,Day 9 page 2,9,2,content/days/day-09/02-a-system.qmd,Y,,,"So this is about what Dr Deming (amongst others) refers to as a ""system"" and describes as a ""network"". To illustrate this, William W Scherkenbach (a Director of Ford of America) drew the diagram on..."
concrete,content/days/day-10/02-appreciation-for-a-system.qmd,108,Day 7 page 35,7,35,content/days/day-07/07-major-activity.qmd,Y,,,Any system needs guidance from outside. The string quartet mentioned above may well study under a master. The master need not be present at a performance. [*Cf. the final Obstacle to the Transforma...
concrete,content/days/day-10/02-appreciation-for-a-system.qmd,114,Day 9 page 2,9,2,content/days/day-09/02-a-system.qmd,Y,,,A large organisation will require someone in the position of aide to the president to teach and facilitate Profound Knowledge. [*This was Bill Scherkenbach's role in the Ford Motor Company (remembe...
concrete,content/days/day-10/02-appreciation-for-a-system.qmd,118,Day 9 page 2,9,2,content/days/day-09/02-a-system.qmd,Y,,,A flow diagram [*remember what he means by this term: the famous diagram on [Day 9 page 2](../day-09/02-a-system.qmd#sec-page2)*] is helpful toward understanding a system. By understanding a system...
concrete,content/days/day-10/02-appreciation-for-a-system.qmd,200,Day 5 page 27,5,27,content/days/day-05/03-the-deadly-diseases.qmd,Y,,,"- Work standards for production; quotas for sales; quotas for accidents and breakdowns; [*If necessary, refer back to [Day 5 page 27](../day-05/03-the-deadly-diseases.qmd#sec-page27) to remind your..."
concrete,content/days/day-10/02-appreciation-for-a-system.qmd,207,Day 7 page 22,7,22,content/days/day-07/05-thirteenth-obstacle.qmd,Y,,,"Fortunately, precise optimisation is not necessary. One need only come close to optimisation. As a matter of fact, the precise optimum would be difficult to define. The loss function will apply [*a..."
concrete,content/days/day-10/03-activity-10a.qmd,11,Day 9 page 28,9,28,content/days/day-09/07-out-of-hours.qmd,Y,,,"Now it's time to revisit the 14 Points and Deadly Diseases. **In light of your understanding of ""Appreciation for a System"", how important is it to adopt the Point or cure the Disease---and why?** ..."
concrete,content/days/day-10/03-activity-10a.qmd,13,Day 9 page 27,9,27,content/days/day-09/07-out-of-hours.qmd,Y,,,"As mentioned on [Day 9 page 27](../day-09/07-out-of-hours.qmd#sec-page27), in each case please put a number on a 0--5 scale in the box provided. Enter ""5"" if, from your understanding of ""Appreciati..."
concrete,content/days/day-10/04-theory-of-variation.qmd,53,Day 9 page 29,9,29,content/days/day-09/07-out-of-hours.qmd,Y,,,"(So, again, it's now over to you for reactions, comments, etc throughout Part B. Keep an eye on Step 2 in the guidance which was summarised on [Day 9 page 29](../day-09/07-out-of-hours.qmd#sec-page..."
concrete,content/days/day-10/04-theory-of-variation.qmd,124,Day 7 page 30,7,30,content/days/day-07/07-major-activity.qmd,Y,,,"*The essential issues in this item were briefly alluded to in Obstacle 6 on [Day 7 page 30](../day-07/07-major-activity.qmd#sec-page30). I'll expand a little on them here. A ""frame"" is some finite ..."
concrete,content/days/day-10/04-theory-of-variation.qmd,136,Day 7 page 22,7,22,content/days/day-07/05-thirteenth-obstacle.qmd,Y,,,"10. Knowledge about loss functions in relation to optimisation of performance of a system. Which quality-characteristic has the steepest loss function, and is hence most critical for management to ..."
concrete,content/days/day-10/04-theory-of-variation.qmd,164,Day 7 page 35,7,35,content/days/day-07/07-major-activity.qmd,Y,,,"13. As a good rule, Profound Knowledge must come from the outside, and by invitation. Profound Knowledge cannot be forced onto anybody. [*Note that this provides a strong link with the final member..."
concrete,content/days/day-10/06-out-of-hours-note.qmd,13,Day 9 page 22,9,22,content/days/day-09/06-introductions-to-the-system.qmd,Y,,,"In both cases there are no more than three pages for you in *DemDim* Chapter 18: pages 274–276 and pages 277–279 respectively. In Balaji's Preludes also pages 15–19 and 20–25. As previously, I sugg..."
concrete,content/days/day-11/04-theory-of-knowledge-operational-definitions.qmd,32,Day 7 page 11,7,11,content/days/day-07/04-many-more-true-stories.qmd,Y,,,"1. **punctual:** I guess none of us would have much difficulty in defining the word ""punctual"", say in relation to the arrival time of a train at a station. However, recalling what we saw on [Day 7..."
concrete,content/days/day-11/05-activity-11a.qmd,11,Day 10 page 16,10,16,content/days/day-10/03-activity-10a.qmd,Y,,,"This Activity is as those on Day 10, but now in connection with Part C: ""Theory of Knowledge"" (check back to [Day 10 page 16](../day-10/03-activity-10a.qmd#sec-page16) if need be). However, here I ..."
concrete,content/days/day-11/06-knowledge-of-psychology.qmd,32,Day 9 page 9,9,9,content/days/day-09/03-activity-9c-and-organisation-charts.qmd,Y,,,"Note also that, as you would expect, Deming concentrates in this opening statement on the interactions between people and all sorts of things---<em>interactions</em>: the big feature of systems. In..."
concrete,content/days/day-11/06-knowledge-of-psychology.qmd,179,Day 7 page 8,7,8,content/days/day-07/03-performance-indicators.qmd,Y,,,- Removal of a demotivator does not create motivation. [*Refer back to [Day 7 page 8](../day-07/03-performance-indicators.qmd#sec-page8) on the danger of leaving a vacuum.*]
concrete,content/days/day-11/08-coda.qmd,15,Day 12 page 2,12,2,content/days/day-12/02-your-radar-diagram.qmd,Y,,,I need to give you advance notice of some unusual equipment you'll need to find in order to carry out one of Day 12's Activities (see the middle of [Day 12 page 2](../day-12/02-your-radar-diagram.q...
concrete,content/days/day-11/08-coda.qmd,19,Day 12 page 9,12,9,content/days/day-12/03-wisdom-from-peter-scholtes.qmd,Y,,,"You would also find it useful to make some extra copies of [Day 12 page 9](../day-12/03-wisdom-from-peter-scholtes.qmd#sec-page9) [*WB* 218] or, preferably, enlargements of the diagram on that page..."
concrete,content/days/day-11/08-coda.qmd,19,Day 12 page 4,12,4,content/days/day-12/02-your-radar-diagram.qmd,Y,,,"You would also find it useful to make some extra copies of [Day 12 page 9](../day-12/03-wisdom-from-peter-scholtes.qmd#sec-page9) [*WB* 218] or, preferably, enlargements of the diagram on that page..."
concrete,content/days/day-12/02-your-radar-diagram.qmd,17,Day 11 page 36,11,36,content/days/day-11/08-coda.qmd,Y,,,Your first task is simply to collect together all of your 0--5 scores from Activities 10a–b and 11a–b into the table on page 4. If you haven't printed out an extra copy of that table (suggested on ...
concrete,content/days/day-12/02-your-radar-diagram.qmd,66,Day 8 page 16,8,16,content/days/day-08/05-introduction-to-the-major-activity.qmd,Y,,,"Do you recall [The 14 Points ... follow naturally ...]{.deming_quote} ([Day 8 page 16](../day-08/05-introduction-to-the-major-activity.qmd#sec-page16))? So let's see! Now, it would be unrealistic t..."
concrete,content/days/day-12/02-your-radar-diagram.qmd,70,Day 5 page 1,5,1,content/days/day-05/01-introduction.qmd,Y,,,"If the radar diagram indicates that one or two of the Points need some further attention, you could browse through the relevant chapter(s) in *DemDim* Part 5 (where there is a separate chapter on e..."
concrete,content/days/day-12/02-your-radar-diagram.qmd,76,Day 11 page 9,11,9,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,Y,,,"However, in addition, if at some time in the future you would like to study a rather different---though highly compatible---approach to the System of Profound Knowledge, I'll refer you again to Bil..."
concrete,content/days/day-12/03-wisdom-from-peter-scholtes.qmd,29,Day 9 page 22,9,22,content/days/day-09/06-introductions-to-the-system.qmd,Y,,,"As mentioned when we first saw it on Day 1, Peter's diagram of the System of Profound Knowledge immediately depicts the interlinking nature of the four parts of the System. But there were no words ..."
concrete,content/days/day-12/04-but-what-can-i-do.qmd,11,Day 7 page 28,7,28,content/days/day-07/07-major-activity.qmd,Y,,,Let me first quote some wise words from Dr Deming that apply to seniors and juniors alike. This short section comes from near the beginning of *The New Economics* Chapter 4. These are some thoughts...
